"ClassName","Class","Parameter","ParameterLong","ParameterDescription","Phase","PhaseSpecific","StatCategory","Estimate","se","p"
"Center",4,"PCT_PTS_OFF_TOV","% of Points from Turnovers","Percentage of total points earned off of turnovers","Offense","Shooting","Means",-0.325695654962934,0.0952017540380171,0.000623661446929498
"Defender",1,"PCT_PTS_OFF_TOV","% of Points from Turnovers","Percentage of total points earned off of turnovers","Offense","Shooting","Variances",0.851900143481842,0.0516819072224163,4.81891946309882e-61
"Jumper",9,"PCT_PTS_OFF_TOV","% of Points from Turnovers","Percentage of total points earned off of turnovers","Offense","Shooting","Variances",0.851900143481842,0.0516819072224163,4.81891946309882e-61
"Big Jump",5,"PCT_PTS_OFF_TOV","% of Points from Turnovers","Percentage of total points earned off of turnovers","Offense","Shooting","Means",-0.400985551858238,0.0606711911551638,3.86509301806791e-11
"Anywhere",7,"PCT_PTS_OFF_TOV","% of Points from Turnovers","Percentage of total points earned off of turnovers","Offense","Shooting","Means",-0.155382139501586,0.0464732062443226,0.000827352741596322
"Defender",1,"PCT_PTS_OFF_TOV","% of Points from Turnovers","Percentage of total points earned off of turnovers","Offense","Shooting","Means",0.89089350103372,0.10229443849506,3.06270383652702e-18
"Double-Double",2,"PCT_PTS_OFF_TOV","% of Points from Turnovers","Percentage of total points earned off of turnovers","Offense","Shooting","Variances",0.851900143481842,0.0516819072224163,4.81891946309882e-61
"Jumper",9,"PCT_PTS_OFF_TOV","% of Points from Turnovers","Percentage of total points earned off of turnovers","Offense","Shooting","Means",0.0727292000136048,0.0439140952501726,0.0976874295480658
"Big Jump",5,"PCT_PTS_OFF_TOV","% of Points from Turnovers","Percentage of total points earned off of turnovers","Offense","Shooting","Variances",0.851900143481842,0.0516819072224163,4.81891946309882e-61
"Triple-Double",10,"PCT_PTS_OFF_TOV","% of Points from Turnovers","Percentage of total points earned off of turnovers","Offense","Shooting","Means",0.033712814935423,0.137574178762696,0.806416239918862
"Triple-Double",10,"PCT_PTS_OFF_TOV","% of Points from Turnovers","Percentage of total points earned off of turnovers","Offense","Shooting","Variances",0.851900143481842,0.0516819072224163,4.81891946309882e-61
"Anywhere",7,"PCT_PTS_PAINT","% of Points from Paint","Percentage of total points earned in the paint","Offense","Shooting","Variances",0.353147013686516,0.0117966252689508,6.639383378476e-197
"Big Jump",5,"PCT_PTS_PAINT","% of Points from Paint","Percentage of total points earned in the paint","Offense","Shooting","Means",-0.235597926517725,0.0649308168762237,0.00028513298963278
"Pass First",6,"PCT_PTS_PAINT","% of Points from Paint","Percentage of total points earned in the paint","Offense","Shooting","Variances",0.353147013686516,0.0117966252689508,6.639383378476e-197
"Moneyball",8,"PCT_PTS_PAINT","% of Points from Paint","Percentage of total points earned in the paint","Offense","Shooting","Means",-1.01809111070316,0.0385006381117486,4.335705932154e-154
"Moneyball",8,"PCT_PTS_PAINT","% of Points from Paint","Percentage of total points earned in the paint","Offense","Shooting","Variances",0.353147013686516,0.0117966252689508,6.639383378476e-197
"Painter",3,"PCT_PTS_PAINT","% of Points from Paint","Percentage of total points earned in the paint","Offense","Shooting","Means",1.53072947310429,0.0330570432304009,0
"Pass First",6,"PCT_PTS_PAINT","% of Points from Paint","Percentage of total points earned in the paint","Offense","Shooting","Means",-0.281332393993704,0.0442806724596408,2.10620434120963e-10
"Jumper",9,"PCT_PTS_PAINT","% of Points from Paint","Percentage of total points earned in the paint","Offense","Shooting","Means",-0.417127276192992,0.037861290677022,3.15555115770186e-28
"Double-Double",2,"PCT_PTS_PAINT","% of Points from Paint","Percentage of total points earned in the paint","Offense","Shooting","Means",0.899820017564949,0.134826469332057,2.49072677099178e-11
"Double-Double",2,"PCT_PTS_PAINT","% of Points from Paint","Percentage of total points earned in the paint","Offense","Shooting","Variances",0.353147013686516,0.0117966252689508,6.639383378476e-197
"Big Jump",5,"PCT_PTS_PAINT","% of Points from Paint","Percentage of total points earned in the paint","Offense","Shooting","Variances",0.353147013686516,0.0117966252689508,6.639383378476e-197
"Anywhere",7,"PCT_PTS_PAINT","% of Points from Paint","Percentage of total points earned in the paint","Offense","Shooting","Means",-0.264494666646593,0.0556628926960978,2.01690210476043e-06
"Triple-Double",10,"PCT_PTS_PAINT","% of Points from Paint","Percentage of total points earned in the paint","Offense","Shooting","Variances",0.353147013686516,0.0117966252689508,6.639383378476e-197
"Defender",1,"PCT_PTS_PAINT","% of Points from Paint","Percentage of total points earned in the paint","Offense","Shooting","Variances",0.353147013686516,0.0117966252689508,6.639383378476e-197
"Painter",3,"PCT_PTS_PAINT","% of Points from Paint","Percentage of total points earned in the paint","Offense","Shooting","Variances",0.353147013686516,0.0117966252689508,6.639383378476e-197
"Jumper",9,"PCT_PTS_PAINT","% of Points from Paint","Percentage of total points earned in the paint","Offense","Shooting","Variances",0.353147013686516,0.0117966252689508,6.639383378476e-197
"Defender",1,"PCT_PTS_PAINT","% of Points from Paint","Percentage of total points earned in the paint","Offense","Shooting","Means",0.404524403573052,0.0617767021398483,5.82460417331714e-11
"Center",4,"PCT_PTS_PAINT","% of Points from Paint","Percentage of total points earned in the paint","Offense","Shooting","Means",1.0884901143688,0.0914962985890638,1.23344402441868e-32
"Triple-Double",10,"PCT_PTS_PAINT","% of Points from Paint","Percentage of total points earned in the paint","Offense","Shooting","Means",-0.0601181860570017,0.282850455701933,0.831682602940035
"Center",4,"PCT_PTS_PAINT","% of Points from Paint","Percentage of total points earned in the paint","Offense","Shooting","Variances",0.353147013686516,0.0117966252689508,6.639383378476e-197
"Moneyball",8,"PCT_UAST_2PM","% of Points from Unassisted 2s","Percentage of two point shots made by player that were unassisted","Offense","Shooting","Means",-0.563502300324396,0.0479843617966955,7.63022515415038e-32
"Anywhere",7,"PCT_UAST_2PM","% of Points from Unassisted 2s","Percentage of two point shots made by player that were unassisted","Offense","Shooting","Variances",0.323825447606959,0.0142970757558228,1.40247928034742e-113
"Jumper",9,"PCT_UAST_2PM","% of Points from Unassisted 2s","Percentage of two point shots made by player that were unassisted","Offense","Shooting","Means",0.516258778991442,0.0462239924842426,5.80680485676588e-29
"Jumper",9,"PCT_UAST_2PM","% of Points from Unassisted 2s","Percentage of two point shots made by player that were unassisted","Offense","Shooting","Variances",0.323825447606959,0.0142970757558228,1.40247928034742e-113
"Pass First",6,"PCT_UAST_2PM","% of Points from Unassisted 2s","Percentage of two point shots made by player that were unassisted","Offense","Shooting","Variances",0.323825447606959,0.0142970757558228,1.40247928034742e-113
"Anywhere",7,"PCT_UAST_2PM","% of Points from Unassisted 2s","Percentage of two point shots made by player that were unassisted","Offense","Shooting","Means",1.45062195492896,0.0499175122450919,1.13769549954312e-185
"Moneyball",8,"PCT_UAST_2PM","% of Points from Unassisted 2s","Percentage of two point shots made by player that were unassisted","Offense","Shooting","Variances",0.323825447606959,0.0142970757558228,1.40247928034742e-113
"Triple-Double",10,"PCT_UAST_2PM","% of Points from Unassisted 2s","Percentage of two point shots made by player that were unassisted","Offense","Shooting","Variances",0.323825447606959,0.0142970757558228,1.40247928034742e-113
"Painter",3,"PCT_UAST_2PM","% of Points from Unassisted 2s","Percentage of two point shots made by player that were unassisted","Offense","Shooting","Variances",0.323825447606959,0.0142970757558228,1.40247928034742e-113
"Pass First",6,"PCT_UAST_2PM","% of Points from Unassisted 2s","Percentage of two point shots made by player that were unassisted","Offense","Shooting","Means",1.24099670196888,0.0340740178394754,2.00848718800035e-290
"Triple-Double",10,"PCT_UAST_2PM","% of Points from Unassisted 2s","Percentage of two point shots made by player that were unassisted","Offense","Shooting","Means",1.68676520057172,0.237623406074549,1.26135649365419e-12
"Double-Double",2,"PCT_UAST_2PM","% of Points from Unassisted 2s","Percentage of two point shots made by player that were unassisted","Offense","Shooting","Means",-0.272872958757258,0.0589496387002249,3.6758383198219e-06
"Painter",3,"PCT_UAST_2PM","% of Points from Unassisted 2s","Percentage of two point shots made by player that were unassisted","Offense","Shooting","Means",-0.879027646620984,0.0334665204217158,4.7075726571278e-152
"Big Jump",5,"PCT_UAST_2PM","% of Points from Unassisted 2s","Percentage of two point shots made by player that were unassisted","Offense","Shooting","Means",-0.656401950748113,0.050601644228508,1.76484855009703e-38
"Defender",1,"PCT_UAST_2PM","% of Points from Unassisted 2s","Percentage of two point shots made by player that were unassisted","Offense","Shooting","Variances",0.323825447606959,0.0142970757558228,1.40247928034742e-113
"Double-Double",2,"PCT_UAST_2PM","% of Points from Unassisted 2s","Percentage of two point shots made by player that were unassisted","Offense","Shooting","Variances",0.323825447606959,0.0142970757558228,1.40247928034742e-113
"Center",4,"PCT_UAST_2PM","% of Points from Unassisted 2s","Percentage of two point shots made by player that were unassisted","Offense","Shooting","Variances",0.323825447606959,0.0142970757558228,1.40247928034742e-113
"Big Jump",5,"PCT_UAST_2PM","% of Points from Unassisted 2s","Percentage of two point shots made by player that were unassisted","Offense","Shooting","Variances",0.323825447606959,0.0142970757558228,1.40247928034742e-113
"Center",4,"PCT_UAST_2PM","% of Points from Unassisted 2s","Percentage of two point shots made by player that were unassisted","Offense","Shooting","Means",-0.811121801665323,0.0465163633957624,4.29583730529544e-68
"Defender",1,"PCT_UAST_2PM","% of Points from Unassisted 2s","Percentage of two point shots made by player that were unassisted","Offense","Shooting","Means",-0.310416304412669,0.0472597715507456,5.0893312450193e-11
"Moneyball",8,"PCT_UAST_3PM","% of Points from Unassisted 3s","Percentage of three point shots made by player that were unassisted","Offense","Shooting","Variances",0.511426722452806,0.049663237839358,7.20212828425294e-25
"Pass First",6,"PCT_UAST_3PM","% of Points from Unassisted 3s","Percentage of three point shots made by player that were unassisted","Offense","Shooting","Variances",0.511426722452806,0.049663237839358,7.20212828425294e-25
"Moneyball",8,"PCT_UAST_3PM","% of Points from Unassisted 3s","Percentage of three point shots made by player that were unassisted","Offense","Shooting","Means",-0.357338850863632,0.0269254299814473,3.39066534347358e-40
"Triple-Double",10,"PCT_UAST_3PM","% of Points from Unassisted 3s","Percentage of three point shots made by player that were unassisted","Offense","Shooting","Variances",0.511426722452806,0.049663237839358,7.20212828425294e-25
"Jumper",9,"PCT_UAST_3PM","% of Points from Unassisted 3s","Percentage of three point shots made by player that were unassisted","Offense","Shooting","Variances",0.511426722452806,0.049663237839358,7.20212828425294e-25
"Jumper",9,"PCT_UAST_3PM","% of Points from Unassisted 3s","Percentage of three point shots made by player that were unassisted","Offense","Shooting","Means",0.276417214495139,0.0463079948894298,2.38560746865862e-09
"Anywhere",7,"PCT_UAST_3PM","% of Points from Unassisted 3s","Percentage of three point shots made by player that were unassisted","Offense","Shooting","Variances",0.511426722452806,0.049663237839358,7.20212828425294e-25
"Big Jump",5,"PCT_UAST_3PM","% of Points from Unassisted 3s","Percentage of three point shots made by player that were unassisted","Offense","Shooting","Means",-0.549648814910075,0.0210680234053955,4.82902654216838e-150
"Anywhere",7,"PCT_UAST_3PM","% of Points from Unassisted 3s","Percentage of three point shots made by player that were unassisted","Offense","Shooting","Means",1.67328622079555,0.0846135718195511,4.82813025824097e-87
"Defender",1,"PCT_UAST_3PM","% of Points from Unassisted 3s","Percentage of three point shots made by player that were unassisted","Offense","Shooting","Variances",0.511426722452806,0.049663237839358,7.20212828425294e-25
"Triple-Double",10,"PCT_UAST_3PM","% of Points from Unassisted 3s","Percentage of three point shots made by player that were unassisted","Offense","Shooting","Means",2.9599822338448,0.564765405188842,1.5963708510756e-07
"Defender",1,"PCT_UAST_3PM","% of Points from Unassisted 3s","Percentage of three point shots made by player that were unassisted","Offense","Shooting","Means",-0.411676380133588,0.0475190528971939,4.57913672847019e-18
"Pass First",6,"PCT_UAST_3PM","% of Points from Unassisted 3s","Percentage of three point shots made by player that were unassisted","Offense","Shooting","Means",0.733535524340274,0.067332911472745,1.2289507226828e-27
"Painter",3,"PCT_UAST_3PM","% of Points from Unassisted 3s","Percentage of three point shots made by player that were unassisted","Offense","Shooting","Means",-0.617891432957773,0.0490108915670121,1.92653013963471e-36
"Painter",3,"PCT_UAST_3PM","% of Points from Unassisted 3s","Percentage of three point shots made by player that were unassisted","Offense","Shooting","Variances",0.511426722452806,0.049663237839358,7.20212828425294e-25
"Big Jump",5,"PCT_UAST_3PM","% of Points from Unassisted 3s","Percentage of three point shots made by player that were unassisted","Offense","Shooting","Variances",0.511426722452806,0.049663237839358,7.20212828425294e-25
"Double-Double",2,"PCT_UAST_3PM","% of Points from Unassisted 3s","Percentage of three point shots made by player that were unassisted","Offense","Shooting","Means",-0.297100213419745,0.105960372289993,0.00504916274358988
"Center",4,"PCT_UAST_3PM","% of Points from Unassisted 3s","Percentage of three point shots made by player that were unassisted","Offense","Shooting","Means",-0.517542917599399,0.0819342523822498,2.67443383652944e-10
