"ClassName","Class","Parameter","ParameterLong","ParameterDescription","Phase","PhaseSpecific","StatCategory","Estimate","se","p"
"Big Jump",5,"PASSES_MADE","Passes Made","Passes made per 36 minutes","Offense","Passing","Variances",0.442407709314306,0.0150413639118109,3.77421072062516e-190
"Triple-Double",10,"PASSES_MADE","Passes Made","Passes made per 36 minutes","Offense","Passing","Variances",0.442407709314306,0.0150413639118109,3.77421072062516e-190
"Jumper",9,"PASSES_MADE","Passes Made","Passes made per 36 minutes","Offense","Passing","Means",-0.411785488651921,0.0469094317617697,1.65950763311205e-18
"Jumper",9,"PASSES_MADE","Passes Made","Passes made per 36 minutes","Offense","Passing","Variances",0.442407709314306,0.0150413639118109,3.77421072062516e-190
"Defender",1,"PASSES_MADE","Passes Made","Passes made per 36 minutes","Offense","Passing","Means",-0.760825854445483,0.0558641194112588,3.07828732011829e-42
"Pass First",6,"PASSES_MADE","Passes Made","Passes made per 36 minutes","Offense","Passing","Means",1.32470695892051,0.0487204450729646,8.53706312022427e-163
"Center",4,"PASSES_MADE","Passes Made","Passes made per 36 minutes","Offense","Passing","Variances",0.442407709314306,0.0150413639118109,3.77421072062516e-190
"Big Jump",5,"PASSES_MADE","Passes Made","Passes made per 36 minutes","Offense","Passing","Means",0.259683789105076,0.0523957479847866,7.18853417797888e-07
"Moneyball",8,"PASSES_MADE","Passes Made","Passes made per 36 minutes","Offense","Passing","Variances",0.442407709314306,0.0150413639118109,3.77421072062516e-190
"Defender",1,"PASSES_MADE","Passes Made","Passes made per 36 minutes","Offense","Passing","Variances",0.442407709314306,0.0150413639118109,3.77421072062516e-190
"Painter",3,"PASSES_MADE","Passes Made","Passes made per 36 minutes","Offense","Passing","Means",-0.067558007695851,0.0476666986355217,0.156395261418313
"Anywhere",7,"PASSES_MADE","Passes Made","Passes made per 36 minutes","Offense","Passing","Variances",0.442407709314306,0.0150413639118109,3.77421072062516e-190
"Moneyball",8,"PASSES_MADE","Passes Made","Passes made per 36 minutes","Offense","Passing","Means",-0.80764097528626,0.033368878064085,2.0477030490252e-129
"Double-Double",2,"PASSES_MADE","Passes Made","Passes made per 36 minutes","Offense","Passing","Variances",0.442407709314306,0.0150413639118109,3.77421072062516e-190
"Center",4,"PASSES_MADE","Passes Made","Passes made per 36 minutes","Offense","Passing","Means",-0.0550755766054373,0.0835247227959935,0.509643750632581
"Pass First",6,"PASSES_MADE","Passes Made","Passes made per 36 minutes","Offense","Passing","Variances",0.442407709314306,0.0150413639118109,3.77421072062516e-190
"Anywhere",7,"PASSES_MADE","Passes Made","Passes made per 36 minutes","Offense","Passing","Means",0.974502494457179,0.100541167048823,3.24258380599076e-22
"Double-Double",2,"PASSES_MADE","Passes Made","Passes made per 36 minutes","Offense","Passing","Means",0.396664556960514,0.106929404769273,0.000207592804676846
"Painter",3,"PASSES_MADE","Passes Made","Passes made per 36 minutes","Offense","Passing","Variances",0.442407709314306,0.0150413639118109,3.77421072062516e-190
"Triple-Double",10,"PASSES_RECEIVED","Passes Received","Passes received from teammates per 36 minutes","Offense","Passing","Means",1.86197870524801,0.119501199286982,9.76186007761007e-55
"Jumper",9,"PASSES_RECEIVED","Passes Received","Passes received from teammates per 36 minutes","Offense","Passing","Means",0.0635201248412195,0.037609397264448,0.0912303711349733
"Jumper",9,"PASSES_RECEIVED","Passes Received","Passes received from teammates per 36 minutes","Offense","Passing","Variances",0.200869946425867,0.0074456112156787,2.6565744283807e-160
"Center",4,"PASSES_RECEIVED","Passes Received","Passes received from teammates per 36 minutes","Offense","Passing","Variances",0.200869946425867,0.0074456112156787,2.6565744283807e-160
"Big Jump",5,"PASSES_RECEIVED","Passes Received","Passes received from teammates per 36 minutes","Offense","Passing","Means",-0.308338662524624,0.0396710479386119,7.70218521015419e-15
"Anywhere",7,"PASSES_RECEIVED","Passes Received","Passes received from teammates per 36 minutes","Offense","Passing","Variances",0.200869946425867,0.0074456112156787,2.6565744283807e-160
"Moneyball",8,"PASSES_RECEIVED","Passes Received","Passes received from teammates per 36 minutes","Offense","Passing","Variances",0.200869946425867,0.0074456112156787,2.6565744283807e-160
"Moneyball",8,"PASSES_RECEIVED","Passes Received","Passes received from teammates per 36 minutes","Offense","Passing","Means",-0.63183399722046,0.0253668193890469,6.11066026632255e-137
"Triple-Double",10,"PASSES_RECEIVED","Passes Received","Passes received from teammates per 36 minutes","Offense","Passing","Variances",0.200869946425867,0.0074456112156787,2.6565744283807e-160
"Painter",3,"PASSES_RECEIVED","Passes Received","Passes received from teammates per 36 minutes","Offense","Passing","Means",-0.745713896046761,0.0314414204485267,2.37585575104772e-124
"Center",4,"PASSES_RECEIVED","Passes Received","Passes received from teammates per 36 minutes","Offense","Passing","Means",-0.616182681200242,0.0669132762392061,3.30172163094516e-20
"Pass First",6,"PASSES_RECEIVED","Passes Received","Passes received from teammates per 36 minutes","Offense","Passing","Variances",0.200869946425867,0.0074456112156787,2.6565744283807e-160
"Big Jump",5,"PASSES_RECEIVED","Passes Received","Passes received from teammates per 36 minutes","Offense","Passing","Variances",0.200869946425867,0.0074456112156787,2.6565744283807e-160
"Double-Double",2,"PASSES_RECEIVED","Passes Received","Passes received from teammates per 36 minutes","Offense","Passing","Variances",0.200869946425867,0.0074456112156787,2.6565744283807e-160
"Anywhere",7,"PASSES_RECEIVED","Passes Received","Passes received from teammates per 36 minutes","Offense","Passing","Means",1.67501210536817,0.0771449111366249,1.5617752601708e-104
"Defender",1,"PASSES_RECEIVED","Passes Received","Passes received from teammates per 36 minutes","Offense","Passing","Means",-0.796499016655116,0.0377219091235692,5.78806575184363e-99
"Defender",1,"PASSES_RECEIVED","Passes Received","Passes received from teammates per 36 minutes","Offense","Passing","Variances",0.200869946425867,0.0074456112156787,2.6565744283807e-160
"Painter",3,"PASSES_RECEIVED","Passes Received","Passes received from teammates per 36 minutes","Offense","Passing","Variances",0.200869946425867,0.0074456112156787,2.6565744283807e-160
"Pass First",6,"PASSES_RECEIVED","Passes Received","Passes received from teammates per 36 minutes","Offense","Passing","Means",1.50832594423558,0.0456778389010219,4.06411111782599e-239
"Double-Double",2,"PASSES_RECEIVED","Passes Received","Passes received from teammates per 36 minutes","Offense","Passing","Means",0.113119539490474,0.0960597338395875,0.238957783517775
"Painter",3,"PCT_AST_2PM","Assists on 2s","Percentage of assists earned from two point shots","Offense","Passing","Variances",0.326818227360388,0.0156865615659138,2.11670447018208e-96
"Moneyball",8,"PCT_AST_2PM","Assists on 2s","Percentage of assists earned from two point shots","Offense","Passing","Means",0.553716024366175,0.0481774494428874,1.42623567882998e-30
"Painter",3,"PCT_AST_2PM","Assists on 2s","Percentage of assists earned from two point shots","Offense","Passing","Means",0.880892662544338,0.033455473680063,8.62977247502241e-153
"Center",4,"PCT_AST_2PM","Assists on 2s","Percentage of assists earned from two point shots","Offense","Passing","Variances",0.326818227360388,0.0156865615659138,2.11670447018208e-96
"Jumper",9,"PCT_AST_2PM","Assists on 2s","Percentage of assists earned from two point shots","Offense","Passing","Means",-0.51386398415485,0.0462090230552717,9.97952451208339e-29
"Double-Double",2,"PCT_AST_2PM","Assists on 2s","Percentage of assists earned from two point shots","Offense","Passing","Means",0.274980507488687,0.0589216748580368,3.05804738987469e-06
"Moneyball",8,"PCT_AST_2PM","Assists on 2s","Percentage of assists earned from two point shots","Offense","Passing","Variances",0.326818227360388,0.0156865615659138,2.11670447018208e-96
"Big Jump",5,"PCT_AST_2PM","Assists on 2s","Percentage of assists earned from two point shots","Offense","Passing","Means",0.658339612284395,0.0505841309066447,1.00877243306799e-38
"Jumper",9,"PCT_AST_2PM","Assists on 2s","Percentage of assists earned from two point shots","Offense","Passing","Variances",0.326818227360388,0.0156865615659138,2.11670447018208e-96
"Triple-Double",10,"PCT_AST_2PM","Assists on 2s","Percentage of assists earned from two point shots","Offense","Passing","Means",-1.6839282579672,0.237529948218787,1.34762542685509e-12
"Double-Double",2,"PCT_AST_2PM","Assists on 2s","Percentage of assists earned from two point shots","Offense","Passing","Variances",0.326818227360388,0.0156865615659138,2.11670447018208e-96
"Triple-Double",10,"PCT_AST_2PM","Assists on 2s","Percentage of assists earned from two point shots","Offense","Passing","Variances",0.326818227360388,0.0156865615659138,2.11670447018208e-96
"Pass First",6,"PCT_AST_2PM","Assists on 2s","Percentage of assists earned from two point shots","Offense","Passing","Means",-1.23831948914632,0.0340584109999094,1.91485525026894e-289
"Anywhere",7,"PCT_AST_2PM","Assists on 2s","Percentage of assists earned from two point shots","Offense","Passing","Means",-1.44781819076412,0.0498992190438928,4.27504440656186e-185
"Defender",1,"PCT_AST_2PM","Assists on 2s","Percentage of assists earned from two point shots","Offense","Passing","Variances",0.326818227360388,0.0156865615659138,2.11670447018208e-96
"Center",4,"PCT_AST_2PM","Assists on 2s","Percentage of assists earned from two point shots","Offense","Passing","Means",0.813017611743272,0.0465079544422271,1.99054009151398e-68
"Pass First",6,"PCT_AST_2PM","Assists on 2s","Percentage of assists earned from two point shots","Offense","Passing","Variances",0.326818227360388,0.0156865615659138,2.11670447018208e-96
"Big Jump",5,"PCT_AST_2PM","Assists on 2s","Percentage of assists earned from two point shots","Offense","Passing","Variances",0.326818227360388,0.0156865615659138,2.11670447018208e-96
"Anywhere",7,"PCT_AST_2PM","Assists on 2s","Percentage of assists earned from two point shots","Offense","Passing","Variances",0.326818227360388,0.0156865615659138,2.11670447018208e-96
"Defender",1,"PCT_AST_2PM","Assists on 2s","Percentage of assists earned from two point shots","Offense","Passing","Means",0.312557182323147,0.047235091900893,3.664261765418e-11
"Center",4,"PCT_AST_3PM","Assists on 3s","Percentage of assists earned from three point shots","Offense","Passing","Variances",0.608258680088735,0.0318214229146063,1.90314254136442e-81
"Pass First",6,"PCT_AST_3PM","Assists on 3s","Percentage of assists earned from three point shots","Offense","Passing","Means",-0.0760712002527838,0.0360210910236722,0.0346991761776066
"Jumper",9,"PCT_AST_3PM","Assists on 3s","Percentage of assists earned from three point shots","Offense","Passing","Variances",0.608258680088735,0.0318214229146063,1.90314254136442e-81
"Jumper",9,"PCT_AST_3PM","Assists on 3s","Percentage of assists earned from three point shots","Offense","Passing","Means",0.21340925576924,0.0234835590043668,1.0124668806451e-19
"Painter",3,"PCT_AST_3PM","Assists on 3s","Percentage of assists earned from three point shots","Offense","Passing","Variances",0.608258680088735,0.0318214229146063,1.90314254136442e-81
"Big Jump",5,"PCT_AST_3PM","Assists on 3s","Percentage of assists earned from three point shots","Offense","Passing","Means",0.635250433921937,0.0184047223153632,4.67671396880644e-261
"Big Jump",5,"PCT_AST_3PM","Assists on 3s","Percentage of assists earned from three point shots","Offense","Passing","Variances",0.608258680088735,0.0318214229146063,1.90314254136442e-81
"Painter",3,"PCT_AST_3PM","Assists on 3s","Percentage of assists earned from three point shots","Offense","Passing","Means",-1.08076741095095,0.0881661128998969,1.51632043560397e-34
"Moneyball",8,"PCT_AST_3PM","Assists on 3s","Percentage of assists earned from three point shots","Offense","Passing","Variances",0.608258680088735,0.0318214229146063,1.90314254136442e-81
"Double-Double",2,"PCT_AST_3PM","Assists on 3s","Percentage of assists earned from three point shots","Offense","Passing","Variances",0.608258680088735,0.0318214229146063,1.90314254136442e-81
"Pass First",6,"PCT_AST_3PM","Assists on 3s","Percentage of assists earned from three point shots","Offense","Passing","Variances",0.608258680088735,0.0318214229146063,1.90314254136442e-81
"Triple-Double",10,"PCT_AST_3PM","Assists on 3s","Percentage of assists earned from three point shots","Offense","Passing","Means",-1.21211750371374,0.16836710856762,6.05430787023346e-13
"Center",4,"PCT_AST_3PM","Assists on 3s","Percentage of assists earned from three point shots","Offense","Passing","Means",-1.28769210797311,0.200572988553722,1.36214010122503e-10
"Triple-Double",10,"PCT_AST_3PM","Assists on 3s","Percentage of assists earned from three point shots","Offense","Passing","Variances",0.608258680088735,0.0318214229146063,1.90314254136442e-81
"Moneyball",8,"PCT_AST_3PM","Assists on 3s","Percentage of assists earned from three point shots","Offense","Passing","Means",0.548122547969754,0.0141708050267249,0
"Anywhere",7,"PCT_AST_3PM","Assists on 3s","Percentage of assists earned from three point shots","Offense","Passing","Variances",0.608258680088735,0.0318214229146063,1.90314254136442e-81
"Double-Double",2,"PCT_AST_3PM","Assists on 3s","Percentage of assists earned from three point shots","Offense","Passing","Means",0.0486597978834827,0.167694573255254,0.771686808259445
"Defender",1,"PCT_AST_3PM","Assists on 3s","Percentage of assists earned from three point shots","Offense","Passing","Variances",0.608258680088735,0.0318214229146063,1.90314254136442e-81
"Anywhere",7,"PCT_AST_3PM","Assists on 3s","Percentage of assists earned from three point shots","Offense","Passing","Means",-0.558367363364008,0.0409193646006457,2.14579174023915e-42
"Defender",1,"PCT_AST_3PM","Assists on 3s","Percentage of assists earned from three point shots","Offense","Passing","Means",0.48269499990256,0.0407898027421571,2.61307271913901e-32
"Painter",3,"PCT_FGA_2PT","% of Shots from 2","Percentage of field goal attempts from two point shots","Offense","Shooting","Variances",0.327951212072567,0.0118531241647338,1.69929730635162e-168
"Big Jump",5,"PCT_FGA_2PT","% of Shots from 2","Percentage of field goal attempts from two point shots","Offense","Shooting","Means",-0.361664777059954,0.0763209379329634,2.15055452128768e-06
"Pass First",6,"PCT_FGA_2PT","% of Shots from 2","Percentage of field goal attempts from two point shots","Offense","Shooting","Variances",0.327951212072567,0.0118531241647338,1.69929730635162e-168
"Painter",3,"PCT_FGA_2PT","% of Shots from 2","Percentage of field goal attempts from two point shots","Offense","Shooting","Means",1.35280058406637,0.0273455527766095,0
"Center",4,"PCT_FGA_2PT","% of Shots from 2","Percentage of field goal attempts from two point shots","Offense","Shooting","Variances",0.327951212072567,0.0118531241647338,1.69929730635162e-168
"Pass First",6,"PCT_FGA_2PT","% of Shots from 2","Percentage of field goal attempts from two point shots","Offense","Shooting","Means",-0.0817386406605861,0.0387655172924705,0.0349843136612646
"Jumper",9,"PCT_FGA_2PT","% of Shots from 2","Percentage of field goal attempts from two point shots","Offense","Shooting","Means",-0.240514950579787,0.0449778585878384,8.92228497915963e-08
"Jumper",9,"PCT_FGA_2PT","% of Shots from 2","Percentage of field goal attempts from two point shots","Offense","Shooting","Variances",0.327951212072567,0.0118531241647338,1.69929730635162e-168
"Moneyball",8,"PCT_FGA_2PT","% of Shots from 2","Percentage of field goal attempts from two point shots","Offense","Shooting","Variances",0.327951212072567,0.0118531241647338,1.69929730635162e-168
"Big Jump",5,"PCT_FGA_2PT","% of Shots from 2","Percentage of field goal attempts from two point shots","Offense","Shooting","Variances",0.327951212072567,0.0118531241647338,1.69929730635162e-168
"Defender",1,"PCT_FGA_2PT","% of Shots from 2","Percentage of field goal attempts from two point shots","Offense","Shooting","Means",0.0452620657738949,0.0688145336797118,0.510705267055487
"Defender",1,"PCT_FGA_2PT","% of Shots from 2","Percentage of field goal attempts from two point shots","Offense","Shooting","Variances",0.327951212072567,0.0118531241647338,1.69929730635162e-168
"Center",4,"PCT_FGA_2PT","% of Shots from 2","Percentage of field goal attempts from two point shots","Offense","Shooting","Means",1.43638711792478,0.0513945469485215,6.92517139830518e-172
"Anywhere",7,"PCT_FGA_2PT","% of Shots from 2","Percentage of field goal attempts from two point shots","Offense","Shooting","Means",0.0470876425993278,0.0574273490230556,0.41224374009805
"Anywhere",7,"PCT_FGA_2PT","% of Shots from 2","Percentage of field goal attempts from two point shots","Offense","Shooting","Variances",0.327951212072567,0.0118531241647338,1.69929730635162e-168
"Triple-Double",10,"PCT_FGA_2PT","% of Shots from 2","Percentage of field goal attempts from two point shots","Offense","Shooting","Means",-0.0240704692040711,0.27112186474783,0.929255960995388
"Double-Double",2,"PCT_FGA_2PT","% of Shots from 2","Percentage of field goal attempts from two point shots","Offense","Shooting","Means",1.07467185059486,0.0757951872443403,1.24250056412298e-45
"Double-Double",2,"PCT_FGA_2PT","% of Shots from 2","Percentage of field goal attempts from two point shots","Offense","Shooting","Variances",0.327951212072567,0.0118531241647338,1.69929730635162e-168
"Moneyball",8,"PCT_FGA_2PT","% of Shots from 2","Percentage of field goal attempts from two point shots","Offense","Shooting","Means",-1.17520186476665,0.0404530577571632,1.49459571929504e-185
"Triple-Double",10,"PCT_FGA_2PT","% of Shots from 2","Percentage of field goal attempts from two point shots","Offense","Shooting","Variances",0.327951212072567,0.0118531241647338,1.69929730635162e-168
"Pass First",6,"PCT_FGA_3PT","% of Shots from 3","Percentage of field goal attempts from three point shots","Offense","Shooting","Means",0.0817538808825721,0.0387620492910869,0.0349340747035474
"Big Jump",5,"PCT_FGA_3PT","% of Shots from 3","Percentage of field goal attempts from three point shots","Offense","Shooting","Means",0.361650527936946,0.0763209286893448,2.15253041355996e-06
"Big Jump",5,"PCT_FGA_3PT","% of Shots from 3","Percentage of field goal attempts from three point shots","Offense","Shooting","Variances",0.327954481766434,0.0118502448761331,1.39976584133076e-168
"Anywhere",7,"PCT_FGA_3PT","% of Shots from 3","Percentage of field goal attempts from three point shots","Offense","Shooting","Means",-0.0471023006052143,0.057426118751918,0.412088226309226
"Defender",1,"PCT_FGA_3PT","% of Shots from 3","Percentage of field goal attempts from three point shots","Offense","Shooting","Means",-0.0452407239810039,0.0688118921619417,0.510888383485359
"Anywhere",7,"PCT_FGA_3PT","% of Shots from 3","Percentage of field goal attempts from three point shots","Offense","Shooting","Variances",0.327954481766434,0.0118502448761331,1.39976584133076e-168
"Moneyball",8,"PCT_FGA_3PT","% of Shots from 3","Percentage of field goal attempts from three point shots","Offense","Shooting","Variances",0.327954481766434,0.0118502448761331,1.39976584133076e-168
"Pass First",6,"PCT_FGA_3PT","% of Shots from 3","Percentage of field goal attempts from three point shots","Offense","Shooting","Variances",0.327954481766434,0.0118502448761331,1.39976584133076e-168
"Center",4,"PCT_FGA_3PT","% of Shots from 3","Percentage of field goal attempts from three point shots","Offense","Shooting","Variances",0.327954481766434,0.0118502448761331,1.39976584133076e-168
"Jumper",9,"PCT_FGA_3PT","% of Shots from 3","Percentage of field goal attempts from three point shots","Offense","Shooting","Variances",0.327954481766434,0.0118502448761331,1.39976584133076e-168
"Double-Double",2,"PCT_FGA_3PT","% of Shots from 3","Percentage of field goal attempts from three point shots","Offense","Shooting","Means",-1.07468935165159,0.0757953578434253,1.23898273797644e-45
"Painter",3,"PCT_FGA_3PT","% of Shots from 3","Percentage of field goal attempts from three point shots","Offense","Shooting","Variances",0.327954481766434,0.0118502448761331,1.39976584133076e-168
"Jumper",9,"PCT_FGA_3PT","% of Shots from 3","Percentage of field goal attempts from three point shots","Offense","Shooting","Means",0.240500409733047,0.0449779598193067,8.93882432210857e-08
"Triple-Double",10,"PCT_FGA_3PT","% of Shots from 3","Percentage of field goal attempts from three point shots","Offense","Shooting","Means",0.0240554411860866,0.271122474986339,0.929300171819706
"Painter",3,"PCT_FGA_3PT","% of Shots from 3","Percentage of field goal attempts from three point shots","Offense","Shooting","Means",-1.35278243544141,0.0273468646748739,0
"Center",4,"PCT_FGA_3PT","% of Shots from 3","Percentage of field goal attempts from three point shots","Offense","Shooting","Means",-1.43640543312678,0.0513946626268778,6.86853364556122e-172
"Defender",1,"PCT_FGA_3PT","% of Shots from 3","Percentage of field goal attempts from three point shots","Offense","Shooting","Variances",0.327954481766434,0.0118502448761331,1.39976584133076e-168
"Triple-Double",10,"PCT_FGA_3PT","% of Shots from 3","Percentage of field goal attempts from three point shots","Offense","Shooting","Variances",0.327954481766434,0.0118502448761331,1.39976584133076e-168
"Moneyball",8,"PCT_FGA_3PT","% of Shots from 3","Percentage of field goal attempts from three point shots","Offense","Shooting","Means",1.17520088053801,0.0404535107873288,1.50987344630822e-185
"Double-Double",2,"PCT_FGA_3PT","% of Shots from 3","Percentage of field goal attempts from three point shots","Offense","Shooting","Variances",0.327954481766434,0.0118502448761331,1.39976584133076e-168
"Big Jump",5,"PCT_FGM","FGPCT","Shooting percentage across the floor","Offense","Efficiency","Variances",0.494053978325022,0.0223928713535703,7.1664569799607e-108
"Center",4,"PCT_FGM","FGPCT","Shooting percentage across the floor","Offense","Efficiency","Variances",0.494053978325022,0.0223928713535703,7.1664569799607e-108
"Moneyball",8,"PCT_FGM","FGPCT","Shooting percentage across the floor","Offense","Efficiency","Variances",0.494053978325022,0.0223928713535703,7.1664569799607e-108
"Pass First",6,"PCT_FGM","FGPCT","Shooting percentage across the floor","Offense","Efficiency","Means",-0.388705740038539,0.0442695099756604,1.62837546081116e-18
"Big Jump",5,"PCT_FGM","FGPCT","Shooting percentage across the floor","Offense","Efficiency","Means",0.0350768873245372,0.082583637225543,0.671023455559152
"Painter",3,"PCT_FGM","FGPCT","Shooting percentage across the floor","Offense","Efficiency","Means",-0.091802770553336,0.0796494518996486,0.249080726637165
"Moneyball",8,"PCT_FGM","FGPCT","Shooting percentage across the floor","Offense","Efficiency","Means",-0.678504599731929,0.0445463096298654,2.18708711966544e-52
"Anywhere",7,"PCT_FGM","FGPCT","Shooting percentage across the floor","Offense","Efficiency","Means",1.29788817896385,0.0897282833606204,2.02634243979129e-47
"Painter",3,"PCT_FGM","FGPCT","Shooting percentage across the floor","Offense","Efficiency","Variances",0.494053978325022,0.0223928713535703,7.1664569799607e-108
"Anywhere",7,"PCT_FGM","FGPCT","Shooting percentage across the floor","Offense","Efficiency","Variances",0.494053978325022,0.0223928713535703,7.1664569799607e-108
"Jumper",9,"PCT_FGM","FGPCT","Shooting percentage across the floor","Offense","Efficiency","Variances",0.494053978325022,0.0223928713535703,7.1664569799607e-108
"Defender",1,"PCT_FGM","FGPCT","Shooting percentage across the floor","Offense","Efficiency","Means",-0.705419585506994,0.0832738759299522,2.43130172000365e-17
"Pass First",6,"PCT_FGM","FGPCT","Shooting percentage across the floor","Offense","Efficiency","Variances",0.494053978325022,0.0223928713535703,7.1664569799607e-108
"Triple-Double",10,"PCT_FGM","FGPCT","Shooting percentage across the floor","Offense","Efficiency","Variances",0.494053978325022,0.0223928713535703,7.1664569799607e-108
"Center",4,"PCT_FGM","FGPCT","Shooting percentage across the floor","Offense","Efficiency","Means",0.160320306685132,0.13291636262691,0.227750273582113
"Triple-Double",10,"PCT_FGM","FGPCT","Shooting percentage across the floor","Offense","Efficiency","Means",2.32048562560299,0.260222326223931,4.77709955249086e-19
"Double-Double",2,"PCT_FGM","FGPCT","Shooting percentage across the floor","Offense","Efficiency","Means",1.67274971899327,0.103473601201818,8.7666863951269e-59
"Double-Double",2,"PCT_FGM","FGPCT","Shooting percentage across the floor","Offense","Efficiency","Variances",0.494053978325022,0.0223928713535703,7.1664569799607e-108
"Jumper",9,"PCT_FGM","FGPCT","Shooting percentage across the floor","Offense","Efficiency","Means",0.438359714797232,0.0820867993986894,9.28454165689303e-08
"Defender",1,"PCT_FGM","FGPCT","Shooting percentage across the floor","Offense","Efficiency","Variances",0.494053978325022,0.0223928713535703,7.1664569799607e-108
"Center",4,"PCT_PTS_FT","% of Points from FT","Percentage of total points earned from free throws","Offense","Shooting","Variances",0.79853841656274,0.0378659616293898,1.01308896355038e-98
"Anywhere",7,"PCT_PTS_FT","% of Points from FT","Percentage of total points earned from free throws","Offense","Shooting","Variances",0.79853841656274,0.0378659616293898,1.01308896355038e-98
"Painter",3,"PCT_PTS_FT","% of Points from FT","Percentage of total points earned from free throws","Offense","Shooting","Variances",0.79853841656274,0.0378659616293898,1.01308896355038e-98
"Painter",3,"PCT_PTS_FT","% of Points from FT","Percentage of total points earned from free throws","Offense","Shooting","Means",0.330248960325209,0.0586883662656089,1.8319837480916e-08
"Big Jump",5,"PCT_PTS_FT","% of Points from FT","Percentage of total points earned from free throws","Offense","Shooting","Means",-0.224250032080114,0.0634841928656682,0.000411843497989617
"Pass First",6,"PCT_PTS_FT","% of Points from FT","Percentage of total points earned from free throws","Offense","Shooting","Variances",0.79853841656274,0.0378659616293898,1.01308896355038e-98
"Anywhere",7,"PCT_PTS_FT","% of Points from FT","Percentage of total points earned from free throws","Offense","Shooting","Means",0.650137521480943,0.0726340625264359,3.52714837981255e-19
"Double-Double",2,"PCT_PTS_FT","% of Points from FT","Percentage of total points earned from free throws","Offense","Shooting","Means",0.558982750339186,0.094908204318013,3.86850470260738e-09
"Center",4,"PCT_PTS_FT","% of Points from FT","Percentage of total points earned from free throws","Offense","Shooting","Means",0.571100072787346,0.0993168388836519,8.90934330480716e-09
"Big Jump",5,"PCT_PTS_FT","% of Points from FT","Percentage of total points earned from free throws","Offense","Shooting","Variances",0.79853841656274,0.0378659616293898,1.01308896355038e-98
"Pass First",6,"PCT_PTS_FT","% of Points from FT","Percentage of total points earned from free throws","Offense","Shooting","Means",-0.0989207309777821,0.0663663817910685,0.136086328197439
"Moneyball",8,"PCT_PTS_FT","% of Points from FT","Percentage of total points earned from free throws","Offense","Shooting","Means",-0.749651465739393,0.0387338326592453,1.8891576517728e-83
"Double-Double",2,"PCT_PTS_FT","% of Points from FT","Percentage of total points earned from free throws","Offense","Shooting","Variances",0.79853841656274,0.0378659616293898,1.01308896355038e-98
"Jumper",9,"PCT_PTS_FT","% of Points from FT","Percentage of total points earned from free throws","Offense","Shooting","Means",0.0853689161534423,0.0649548605832286,0.188751777731526
"Defender",1,"PCT_PTS_FT","% of Points from FT","Percentage of total points earned from free throws","Offense","Shooting","Means",0.0778727862079854,0.0745729941881974,0.296370129915272
"Defender",1,"PCT_PTS_FT","% of Points from FT","Percentage of total points earned from free throws","Offense","Shooting","Variances",0.79853841656274,0.0378659616293898,1.01308896355038e-98
"Jumper",9,"PCT_PTS_FT","% of Points from FT","Percentage of total points earned from free throws","Offense","Shooting","Variances",0.79853841656274,0.0378659616293898,1.01308896355038e-98
"Moneyball",8,"PCT_PTS_FT","% of Points from FT","Percentage of total points earned from free throws","Offense","Shooting","Variances",0.79853841656274,0.0378659616293898,1.01308896355038e-98
"Triple-Double",10,"PCT_PTS_FT","% of Points from FT","Percentage of total points earned from free throws","Offense","Shooting","Means",1.19203172003919,0.30226573031878,8.02491254827643e-05
"Triple-Double",10,"PCT_PTS_FT","% of Points from FT","Percentage of total points earned from free throws","Offense","Shooting","Variances",0.79853841656274,0.0378659616293898,1.01308896355038e-98
"Painter",3,"PCT_PTS_OFF_TOV","% of Points from Turnovers","Percentage of total points earned off of turnovers","Offense","Shooting","Variances",0.851900143481842,0.0516819072224163,4.81891946309882e-61
"Painter",3,"PCT_PTS_OFF_TOV","% of Points from Turnovers","Percentage of total points earned off of turnovers","Offense","Shooting","Means",-0.369727123103315,0.0535262210695873,4.93609934387664e-12
"Moneyball",8,"PCT_PTS_OFF_TOV","% of Points from Turnovers","Percentage of total points earned off of turnovers","Offense","Shooting","Variances",0.851900143481842,0.0516819072224163,4.81891946309882e-61
"Pass First",6,"PCT_PTS_OFF_TOV","% of Points from Turnovers","Percentage of total points earned off of turnovers","Offense","Shooting","Means",0.0547310459763283,0.0600819950622979,0.362327397039005
"Pass First",6,"PCT_PTS_OFF_TOV","% of Points from Turnovers","Percentage of total points earned off of turnovers","Offense","Shooting","Variances",0.851900143481842,0.0516819072224163,4.81891946309882e-61
"Anywhere",7,"PCT_PTS_OFF_TOV","% of Points from Turnovers","Percentage of total points earned off of turnovers","Offense","Shooting","Variances",0.851900143481842,0.0516819072224163,4.81891946309882e-61
"Double-Double",2,"PCT_PTS_OFF_TOV","% of Points from Turnovers","Percentage of total points earned off of turnovers","Offense","Shooting","Means",-0.474801145206814,0.0486656995276457,1.73225342546296e-22
"Center",4,"PCT_PTS_OFF_TOV","% of Points from Turnovers","Percentage of total points earned off of turnovers","Offense","Shooting","Variances",0.851900143481842,0.0516819072224163,4.81891946309882e-61
"Moneyball",8,"PCT_PTS_OFF_TOV","% of Points from Turnovers","Percentage of total points earned off of turnovers","Offense","Shooting","Means",0.0747973995661397,0.0579109477570921,0.196497980982985
